TEAM_ID,PLAYER_ID,PLAYER_NAME,avg(FGM),avg(FGA),avg(FG3M),avg(FG3A),avg(FTM),avg(FTA),avg(OREB),avg(DREB),avg(REB),avg(AST),avg(STL),avg(BLK),avg(TO),avg(PF),avg(PTS),avg(PLUS_MINUS),sum(FGM),sum(FGA),sum(FG3M),sum(FG3A),sum(FTM),sum(FTA),sum(OREB),sum(DREB),sum(REB),sum(AST),sum(STL),sum(BLK),sum(TO),sum(PF),sum(PTS),sum(PLUS_MINUS),sum(ifminute),avg(seconds),sum(seconds)
1610612745,201976,Patrick Beverley,3.507936507936508,8.333333333333334,1.5714285714285714,4.26984126984127,1.5238095238095237,1.8412698412698412,1.3333333333333333,2.2063492063492065,3.5396825396825395,2.7777777777777777,1.4285714285714286,0.38095238095238093,1.1746031746031746,3.0317460317460316,10.11111111111111,5.232142857142857,221.0,525.0,99.0,269.0,96.0,116.0,84.0,139.0,223.0,175.0,90.0,24.0,74.0,191.0,637.0,293.0,63,1670.0,105210.0
1610612744,979,Jermaine O'Neal,2.7346938775510203,5.571428571428571,0.0,0.02040816326530612,2.0408163265306123,2.7755102040816326,1.8571428571428572,3.510204081632653,5.36734693877551,0.5714285714285714,0.3673469387755102,0.9183673469387755,1.2448979591836735,2.4285714285714284,7.510204081632653,0.4772727272727273,134.0,273.0,0.0,1.0,100.0,136.0,91.0,172.0,263.0,28.0,18.0,45.0,61.0,119.0,368.0,21.0,49,1083.204081632653,53077.0
1610612747,202333,Xavier Henry,3.3529411764705883,7.96078431372549,0.6666666666666666,1.803921568627451,2.9607843137254903,4.352941176470588,0.5882352941176471,2.019607843137255,2.607843137254902,1.0784313725490196,0.9803921568627451,0.19607843137254902,1.4705882352941178,1.8823529411764706,10.333333333333334,-0.8837209302325582,171.0,406.0,34.0,92.0,151.0,222.0,30.0,103.0,133.0,55.0,50.0,10.0,75.0,96.0,527.0,-38.0,51,1071.686274509804,54656.0
1610612756,2571,Leandro Barbosa,2.8,6.55,0.35,1.25,1.55,1.95,0.25,1.6,1.85,1.6,0.35,0.2,0.95,1.5,7.5,2.65,56.0,131.0,7.0,25.0,31.0,39.0,5.0,32.0,37.0,32.0,7.0,4.0,19.0,30.0,150.0,53.0,20,1102.85,22057.0
1610612756,203139,Viacheslav Kravtsov,0.4166666666666667,0.7083333333333334,0.0,0.0,0.2916666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667,1.0,0.25,0.041666666666666664,0.08333333333333333,0.3333333333333333,0.2916666666666667,1.125,-2.25,10.0,17.0,0.0,0.0,7.0,14.0,14.0,10.0,24.0,6.0,1.0,2.0,8.0,7.0,27.0,-45.0,24,149.75,3594.0
1610612755,101122,Danny Granger,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"",""
1610612738,203543,Vitor Faverani,1.9333333333333333,4.266666666666667,0.3333333333333333,1.1555555555555554,0.7333333333333333,1.0888888888888888,1.288888888888889,2.3333333333333335,3.6222222222222222,0.37777777777777777,0.35555555555555557,0.8222222222222222,1.0888888888888888,1.9777777777777779,4.933333333333334,-2.6216216216216215,87.0,192.0,15.0,52.0,33.0,49.0,58.0,105.0,163.0,17.0,16.0,37.0,49.0,89.0,222.0,-97.0,45,652.9333333333333,29382.0
1610612752,200745,Andrea Bargnani,5.020408163265306,11.53061224489796,0.673469387755102,2.510204081632653,2.2857142857142856,2.7142857142857144,1.489795918367347,3.510204081632653,5.0,0.9795918367346939,0.30612244897959184,1.2040816326530612,1.3673469387755102,2.3469387755102042,13.0,-2.9285714285714284,246.0,565.0,33.0,123.0,112.0,133.0,73.0,172.0,245.0,48.0,15.0,59.0,67.0,115.0,637.0,-123.0,49,1542.8163265306123,75598.0
1610612757,203560,E.J. Singler,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,1.0,"",1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,"",2,6.5,13.0
1610612764,101217,D'or Fischer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",1,3.0,3.0
